Date,Closing Price,Return
108/09/23,264.00,0.0
108/09/24,265.00,0.00379
108/09/25,266.00,0.00377
108/09/26,268.00,0.00752
108/09/27,272.00,0.01493
108/10/01,280.00,0.02941
108/10/02,279.50,-0.00179
108/10/03,276.50,-0.01073
108/10/04,276.50,0.0
108/10/07,278.00,0.00542
108/10/08,286.50,0.03058
108/10/09,282.00,-0.01571
108/10/14,290.00,0.02837
108/10/15,293.50,0.01207
108/10/16,296.50,0.01022
108/10/17,293.50,-0.01012
108/10/18,293.00,-0.0017
108/10/21,290.00,-0.01024
108/10/22,294.00,0.01379
108/10/23,293.00,-0.0034
108/10/24,293.00,0.0
108/10/25,293.50,0.00171
108/10/28,294.50,0.00341
108/10/29,298.50,0.01358
108/10/30,299.50,0.00335
108/10/31,298.50,-0.00334
108/11/01,299.00,0.00168
108/11/04,307.00,0.02676
108/11/05,310.50,0.0114
108/11/06,311.00,0.00161
108/11/07,309.00,-0.00643
108/11/08,305.50,-0.01133
108/11/11,301.00,-0.01473
108/11/12,305.00,0.01329
108/11/13,304.00,-0.00328
108/11/14,303.50,-0.00164
108/11/15,307.00,0.01153
108/11/18,311.00,0.01303
108/11/19,315.00,0.01286
108/11/20,313.50,-0.00476
108/11/21,311.00,-0.00797
108/11/22,309.00,-0.00643
108/11/25,307.00,-0.00647
108/11/26,307.00,0.0
108/11/27,311.00,0.01303
108/11/28,309.50,-0.00482
108/11/29,305.00,-0.01454
108/12/02,307.50,0.0082
108/12/03,307.00,-0.00163
108/12/04,306.00,-0.00326
108/12/05,312.00,0.01961
108/12/06,313.00,0.00321
108/12/09,316.00,0.00958
108/12/10,313.50,-0.00791
108/12/11,319.00,0.01754
108/12/12,331.50,0.03918
108/12/13,339.00,0.02262
108/12/16,336.00,-0.00885
108/12/17,345.00,0.02679
108/12/18,344.50,-0.00145
108/12/19,335.00,-0.02758
108/12/20,329.00,-0.01791
108/12/23,334.00,0.0152
108/12/24,332.00,-0.00599
108/12/25,333.00,0.00301
108/12/26,333.00,0.0
108/12/27,338.00,0.01502
108/12/30,334.50,-0.01036
108/12/31,331.00,-0.01046
109/01/02,339.00,0.02417
109/01/03,339.50,0.00147
109/01/06,332.00,-0.02209
109/01/07,329.50,-0.00753
109/01/08,329.50,0.0
109/01/09,337.50,0.02428
109/01/10,339.50,0.00593
109/01/13,341.50,0.00589
109/01/14,346.00,0.01318
109/01/15,340.00,-0.01734
109/01/16,334.50,-0.01618
109/01/17,333.00,-0.00448
109/01/20,333.00,0.0
109/01/30,316.50,-0.04955
109/01/31,320.00,0.01106
109/02/03,315.00,-0.01562
109/02/04,325.00,0.03175
109/02/05,327.50,0.00769
109/02/06,332.50,0.01527
109/02/07,328.00,-0.01353
109/02/10,327.50,-0.00152
109/02/11,331.50,0.01221
109/02/12,335.00,0.01056
109/02/13,335.00,0.0
109/02/14,335.00,0.0
109/02/17,331.50,-0.01045
109/02/18,322.00,-0.02866
109/02/19,326.50,0.01398
109/02/20,325.50,-0.00306
109/02/21,325.00,-0.00154
109/02/24,320.00,-0.01538
109/02/25,322.00,0.00625
109/02/26,318.50,-0.01087
109/02/27,316.00,-0.00785
109/03/02,311.00,-0.01582
109/03/03,317.50,0.0209
109/03/04,320.50,0.00945
109/03/05,323.00,0.0078
109/03/06,315.00,-0.02477
109/03/09,305.50,-0.03016
109/03/10,307.00,0.00491
109/03/11,302.00,-0.01629
109/03/12,294.00,-0.02649
109/03/13,290.00,-0.01361
109/03/16,276.50,-0.04655
109/03/17,268.00,-0.03074
109/03/18,260.00,-0.02985
109/03/19,248.00,-0.04615
109/03/20,270.00,0.08871
109/03/23,255.00,-0.05556
109/03/24,267.50,0.04902
109/03/25,277.00,0.03551
109/03/26,280.00,0.01083
109/03/27,273.00,-0.025
109/03/30,267.50,-0.02015
109/03/31,274.00,0.0243
109/04/01,271.50,-0.00912
109/04/06,275.50,0.01473
109/04/07,283.00,0.02722
109/04/08,285.00,0.00707
109/04/09,283.00,-0.00702
109/04/10,279.50,-0.01237
109/04/13,278.50,-0.00358
109/04/14,285.00,0.02334
109/04/15,287.50,0.00877
109/04/16,286.50,-0.00348
109/04/17,306.50,0.06981
109/04/20,304.00,-0.00816
109/04/21,295.00,-0.02961
109/04/22,294.00,-0.00339
109/04/23,295.50,0.0051
109/04/24,294.00,-0.00508
109/04/27,298.00,0.01361
109/04/28,296.50,-0.00503
109/04/29,299.00,0.00843
109/04/30,304.50,0.01839
109/05/04,295.00,-0.0312
109/05/05,295.50,0.00169
109/05/06,296.00,0.00169
109/05/07,297.50,0.00507
109/05/08,297.50,0.0
109/05/11,301.00,0.01176
109/05/12,295.00,-0.01993
109/05/13,297.00,0.00678
109/05/14,293.00,-0.01347
109/05/15,298.00,0.01706
109/05/18,290.00,-0.02685
109/05/19,291.50,0.00517
109/05/20,294.00,0.00858
109/05/21,297.50,0.0119
109/05/22,292.00,-0.01849
109/05/25,292.00,0.0
109/05/26,295.50,0.01199
109/05/27,296.50,0.00338
109/05/28,294.00,-0.00843
109/05/29,292.00,-0.0068
109/06/01,295.50,0.01199
109/06/02,296.50,0.00338
109/06/03,301.00,0.01518
109/06/04,306.00,0.01661
109/06/05,311.50,0.01797
109/06/08,318.00,0.02087
109/06/09,319.00,0.00314
109/06/10,322.50,0.01097
109/06/11,320.50,-0.0062
109/06/12,316.00,-0.01404
109/06/15,309.50,-0.02057
109/06/16,315.00,0.01777
109/06/17,315.00,0.0
109/06/18,314.50,-0.00159
109/06/19,314.50,0.0
109/06/22,312.00,-0.00795
109/06/23,315.00,0.00962
109/06/24,317.50,0.00794
109/06/29,312.00,-0.01732
109/06/30,313.00,0.00321
109/07/01,317.50,0.01438
109/07/02,322.00,0.01417
109/07/03,329.50,0.02329
109/07/06,338.00,0.0258
109/07/07,338.50,0.00148
109/07/08,341.00,0.00739
109/07/09,345.00,0.01173
109/07/10,348.50,0.01014
109/07/13,354.50,0.01722
109/07/14,363.50,0.02539
109/07/15,363.00,-0.00138
109/07/16,357.50,-0.01515
109/07/17,367.00,0.02657
109/07/20,366.00,-0.00272
109/07/21,383.00,0.04645
109/07/22,384.00,0.00261
109/07/23,381.50,-0.00651
109/07/24,386.00,0.0118
109/07/27,424.50,0.09974
109/07/28,435.00,0.02473
109/07/29,422.00,-0.02989
109/07/30,434.00,0.02844
109/07/31,425.50,-0.01959
109/08/03,416.00,-0.02233
109/08/04,425.50,0.02284
109/08/05,429.00,0.00823
109/08/06,435.00,0.01399
109/08/07,433.00,-0.0046
109/08/10,435.50,0.00577
109/08/11,429.00,-0.01493
109/08/12,419.00,-0.02331
109/08/13,429.00,0.02387
109/08/14,427.00,-0.00466
109/08/17,435.00,0.01874
109/08/18,433.00,-0.0046
109/08/19,427.50,-0.0127
109/08/20,415.00,-0.02924
109/08/21,424.50,0.02289
109/08/24,428.00,0.00824
109/08/25,434.50,0.01519
109/08/26,442.00,0.01726
109/08/27,444.00,0.00452
109/08/28,435.00,-0.02027
109/08/31,426.50,-0.01954
109/09/01,435.00,0.01993
109/09/02,433.00,-0.0046
109/09/03,436.00,0.00693
109/09/04,429.00,-0.01606
109/09/07,426.00,-0.00699
109/09/08,431.00,0.01174
109/09/09,427.00,-0.00928
109/09/10,435.00,0.01874
109/09/11,436.50,0.00345
109/09/14,441.00,0.01031
109/09/15,445.00,0.00907
109/09/16,458.00,0.02921
109/09/17,448.50,-0.02074
109/09/18,444.00,-0.01003
109/09/21,440.00,-0.00901
109/09/22,437.00,-0.00682
109/09/23,433.50,-0.00801
109/09/24,423.00,-0.02422
109/09/25,424.00,0.00236
109/09/28,431.50,0.01769
109/09/29,431.00,-0.00116
109/09/30,433.00,0.00464
109/10/05,432.50,-0.00115
109/10/06,439.50,0.01618
109/10/07,443.00,0.00796
109/10/08,453.00,0.02257
109/10/12,460.00,0.01545
109/10/13,462.00,0.00435
109/10/14,459.00,-0.00649
109/10/15,453.00,-0.01307
109/10/16,449.00,-0.00883
109/10/19,457.50,0.01893
109/10/20,451.00,-0.01421
109/10/21,453.00,0.00443
109/10/22,455.00,0.00442
109/10/23,452.00,-0.00659
109/10/26,450.00,-0.00442
109/10/27,447.00,-0.00667
109/10/28,444.00,-0.00671
109/10/29,437.00,-0.01577
109/10/30,432.00,-0.01144
109/11/02,435.50,0.0081
109/11/03,441.00,0.01263
109/11/04,450.00,0.02041
109/11/05,451.00,0.00222
109/11/06,452.50,0.00333
109/11/09,458.50,0.01326
109/11/10,451.00,-0.01636
109/11/11,457.00,0.0133
109/11/12,458.00,0.00219
109/11/13,462.00,0.00873
109/11/16,484.00,0.04762
109/11/17,485.50,0.0031
109/11/18,497.00,0.02369
109/11/19,490.00,-0.01408
109/11/20,488.00,-0.00408
109/11/23,496.50,0.01742
109/11/24,492.00,-0.00906
109/11/25,487.00,-0.01016
109/11/26,489.00,0.00411
109/11/27,489.00,0.0
109/11/30,480.50,-0.01738
109/12/01,490.00,0.01977
109/12/02,499.00,0.01837
109/12/03,497.00,-0.00401
109/12/04,503.00,0.01207
109/12/07,514.00,0.02187
109/12/08,524.00,0.01946
109/12/09,520.00,-0.00763
109/12/10,512.00,-0.01538
109/12/11,516.00,0.00781
109/12/14,508.00,-0.0155
109/12/15,504.00,-0.00787
109/12/16,512.00,0.01587
109/12/17,508.00,-0.00781
109/12/18,510.00,0.00394
109/12/21,516.00,0.01176
109/12/22,509.00,-0.01357
109/12/23,509.00,0.0
109/12/24,510.00,0.00196
109/12/25,511.00,0.00196
109/12/28,515.00,0.00783
109/12/29,515.00,0.0
109/12/30,525.00,0.01942
109/12/31,530.00,0.00952
110/01/04,536.00,0.01132
110/01/05,542.00,0.01119
110/01/06,549.00,0.01292
110/01/07,565.00,0.02914
110/01/08,580.00,0.02655
110/01/11,584.00,0.0069
110/01/12,591.00,0.01199
110/01/13,605.00,0.02369
110/01/14,592.00,-0.02149
110/01/15,601.00,0.0152
110/01/18,607.00,0.00998
110/01/19,627.00,0.03295
110/01/20,647.00,0.0319
110/01/21,673.00,0.04019
110/01/22,649.00,-0.03566
110/01/25,633.00,-0.02465
110/01/26,617.00,-0.02528
110/01/27,615.00,-0.00324
110/01/28,601.00,-0.02276
110/01/29,591.00,-0.01664
110/02/01,611.00,0.03384
110/02/02,632.00,0.03437
110/02/03,630.00,-0.00316
110/02/04,627.00,-0.00476
110/02/05,632.00,0.00797
110/02/17,663.00,0.04905
110/02/18,660.00,-0.00452
110/02/19,652.00,-0.01212
110/02/22,650.00,-0.00307
110/02/23,641.00,-0.01385
110/02/24,625.00,-0.02496
110/02/25,635.00,0.016
110/02/26,606.00,-0.04567
110/03/02,609.00,0.00495
110/03/03,622.00,0.02135
110/03/04,601.00,-0.03376
110/03/05,601.00,0.0
110/03/08,598.00,-0.00499
110/03/09,595.00,-0.00502
110/03/10,597.00,0.00336
110/03/11,609.00,0.0201
110/03/12,614.00,0.00821
110/03/15,611.00,-0.00489
110/03/16,613.00,0.00327
110/03/17,604.00,-0.01468
110/03/18,602.00,-0.00331
110/03/19,591.00,-0.01827
110/03/22,593.00,0.00338
110/03/23,594.00,0.00169
110/03/24,576.00,-0.0303
110/03/25,575.00,-0.00174
110/03/26,590.00,0.02609
110/03/29,599.00,0.01525
110/03/30,597.00,-0.00334
110/03/31,587.00,-0.01675
110/04/01,602.00,0.02555
110/04/06,610.00,0.01329
110/04/07,610.00,0.0
110/04/08,613.00,0.00492
110/04/09,610.00,-0.00489
110/04/12,605.00,-0.0082
110/04/13,605.00,0.0
110/04/14,612.00,0.01157
110/04/15,619.00,0.01144
110/04/16,610.00,-0.01454
110/04/19,603.00,-0.01148
110/04/20,602.00,-0.00166
110/04/21,592.00,-0.01661
110/04/22,591.00,-0.00169
110/04/23,602.00,0.01861
110/04/26,610.00,0.01329
110/04/27,610.00,0.0
110/04/28,602.00,-0.01311
110/04/29,600.00,-0.00332
110/05/03,588.00,-0.02
110/05/04,591.00,0.0051
110/05/05,585.00,-0.01015
110/05/06,587.00,0.00342
110/05/07,599.00,0.02044
110/05/10,589.00,-0.01669
110/05/11,571.00,-0.03056
110/05/12,560.00,-0.01926
110/05/13,547.00,-0.02321
110/05/14,557.00,0.01828
110/05/17,549.00,-0.01436
110/05/18,572.00,0.04189
110/05/19,567.00,-0.00874
110/05/20,567.00,0.0
110/05/21,573.00,0.01058
110/05/24,568.00,-0.00873
110/05/25,583.00,0.02641
110/05/26,585.00,0.00343
110/05/27,582.00,-0.00513
110/05/28,590.00,0.01375
110/05/31,597.00,0.01186
110/06/01,598.00,0.00168
110/06/02,595.00,-0.00502
110/06/03,596.00,0.00168
110/06/04,595.00,-0.00168
110/06/07,592.00,-0.00504
110/06/08,589.00,-0.00507
110/06/09,586.00,-0.00509
110/06/10,599.00,0.02218
110/06/11,602.00,0.00501
110/06/15,609.00,0.01163
110/06/16,605.00,-0.00657
110/06/17,606.00,0.00165
110/06/18,603.00,-0.00495
110/06/21,583.00,-0.03317
110/06/22,578.00,-0.00858
110/06/23,595.00,0.02941
110/06/24,590.00,-0.0084
110/06/25,591.00,0.00169
110/06/28,590.00,-0.00169
110/06/29,595.00,0.00847
110/06/30,595.00,0.0
110/07/01,593.00,-0.00336
110/07/02,588.00,-0.00843
110/07/05,591.00,0.0051
110/07/06,592.00,0.00169
110/07/07,594.00,0.00338
110/07/08,588.00,-0.0101
110/07/09,584.00,-0.0068
110/07/12,593.00,0.01541
110/07/13,607.00,0.02361
110/07/14,613.00,0.00988
110/07/15,614.00,0.00163
110/07/16,589.00,-0.04072
110/07/19,582.00,-0.01188
110/07/20,581.00,-0.00172
110/07/21,585.00,0.00688
110/07/22,591.00,0.01026
110/07/23,585.00,-0.01015
110/07/26,580.00,-0.00855
110/07/27,580.00,0.0
110/07/28,579.00,-0.00172
110/07/29,583.00,0.00691
110/07/30,580.00,-0.00515
110/08/02,590.00,0.01724
110/08/03,594.00,0.00678
110/08/04,596.00,0.00337
110/08/05,596.00,0.0
110/08/06,591.00,-0.00839
110/08/09,595.00,0.00677
110/08/10,591.00,-0.00672
110/08/11,590.00,-0.00169
110/08/12,586.00,-0.00678
110/08/13,581.00,-0.00853
110/08/16,584.00,0.00516
110/08/17,580.00,-0.00685
110/08/18,574.00,-0.01034
110/08/19,559.00,-0.02613
110/08/20,552.00,-0.01252
110/08/23,566.00,0.02536
110/08/24,572.00,0.0106
110/08/25,585.00,0.02273
110/08/26,594.00,0.01538
110/08/27,599.00,0.00842
110/08/30,605.00,0.01002
110/08/31,614.00,0.01488
110/09/01,613.00,-0.00163
110/09/02,607.00,-0.00979
110/09/03,620.00,0.02142
110/09/06,631.00,0.01774
110/09/07,623.00,-0.01268
110/09/08,619.00,-0.00642
110/09/09,619.00,0.0
110/09/10,622.00,0.00485
110/09/13,615.00,-0.01125
110/09/14,613.00,-0.00325
110/09/15,607.00,-0.00979
110/09/16,600.00,-0.01153
110/09/17,600.00,0.0
110/09/22,586.00,-0.02333
110/09/23,588.00,0.00341
110/09/24,598.00,0.01701
110/09/27,602.00,0.00669
110/09/28,594.00,-0.01329
110/09/29,580.00,-0.02357
110/09/30,580.00,0.0
110/10/01,574.00,-0.01034
110/10/04,572.00,-0.00348
110/10/05,572.00,0.0
110/10/06,571.00,-0.00175
110/10/07,580.00,0.01576
110/10/08,575.00,-0.00862
110/10/12,575.00,0.0
110/10/13,571.00,-0.00696
110/10/14,573.00,0.0035
110/10/15,600.00,0.04712
110/10/18,590.00,-0.01667
110/10/19,600.00,0.01695
110/10/20,598.00,-0.00333
110/10/21,596.00,-0.00334
110/10/22,600.00,0.00671
110/10/25,593.00,-0.01167
110/10/26,599.00,0.01012
110/10/27,599.00,0.0
110/10/28,595.00,-0.00668
110/10/29,590.00,-0.0084
110/11/01,590.00,0.0
110/11/02,592.00,0.00339
110/11/03,592.00,0.0
110/11/04,587.00,-0.00845
110/11/05,600.00,0.02215
110/11/08,602.00,0.00333
110/11/09,611.00,0.01495
110/11/10,612.00,0.00164
110/11/11,606.00,-0.0098
110/11/12,604.00,-0.0033
110/11/15,608.00,0.00662
110/11/16,610.00,0.00329
110/11/17,610.00,0.0
110/11/18,613.00,0.00492
110/11/19,618.00,0.00816
110/11/22,615.00,-0.00485
110/11/23,612.00,-0.00488
110/11/24,603.00,-0.01471
110/11/25,603.00,0.0
110/11/26,596.00,-0.01161
110/11/29,593.00,-0.00503
110/11/30,596.00,0.00506
110/12/01,600.00,0.00671
110/12/02,615.00,0.025
110/12/03,608.00,-0.01138
110/12/06,600.00,-0.01316
110/12/07,607.00,0.01167
110/12/08,602.00,-0.00824
110/12/09,608.00,0.00997
110/12/10,605.00,-0.00493
110/12/13,601.00,-0.00661
110/12/14,599.00,-0.00333
110/12/15,600.00,0.00167
110/12/16,605.00,0.00833
110/12/17,607.00,0.00331
110/12/20,598.00,-0.01483
110/12/21,597.00,-0.00167
110/12/22,600.00,0.00503
110/12/23,606.00,0.01
110/12/24,604.00,-0.0033
110/12/27,606.00,0.00331
110/12/28,615.00,0.01485
110/12/29,616.00,0.00163
110/12/30,615.00,-0.00162
111/01/03,631.00,0.02602
111/01/04,656.00,0.03962
111/01/05,650.00,-0.00915
111/01/06,644.00,-0.00923
111/01/07,634.00,-0.01553
111/01/10,643.00,0.0142
111/01/11,651.00,0.01244
111/01/12,660.00,0.01382
111/01/13,661.00,0.00152
111/01/14,672.00,0.01664
111/01/17,683.00,0.01637
111/01/18,662.00,-0.03075
111/01/19,654.00,-0.01208
111/01/20,651.00,-0.00459
111/01/21,641.00,-0.01536
111/01/24,653.00,0.01872
111/01/25,641.00,-0.01838
111/01/26,636.00,-0.0078
111/02/07,635.00,-0.00157
111/02/08,628.00,-0.01102
111/02/09,633.00,0.00796
111/02/10,649.00,0.02528
111/02/11,650.00,0.00154
111/02/14,637.00,-0.02
111/02/15,633.00,-0.00628
111/02/16,646.00,0.02054
111/02/17,645.00,-0.00155
111/02/18,637.00,-0.0124
111/02/21,632.00,-0.00785
111/02/22,627.00,-0.00791
111/02/23,625.00,-0.00319
111/02/24,604.00,-0.0336
111/02/25,604.00,0.0
111/03/01,604.00,0.0
111/03/02,601.00,-0.00497
111/03/03,602.00,0.00166
111/03/04,595.00,-0.01163
111/03/07,576.00,-0.03193
111/03/08,563.00,-0.02257
111/03/09,568.00,0.00888
111/03/10,587.00,0.03345
111/03/11,575.00,-0.02044
111/03/14,572.00,-0.00522
111/03/15,558.00,-0.02448
111/03/16,558.00,0.0
111/03/17,582.00,0.04301
111/03/18,581.00,-0.00172
111/03/21,586.00,0.00861
111/03/22,583.00,-0.00512
111/03/23,590.00,0.01201
111/03/24,591.00,0.00169
111/03/25,598.00,0.01184
111/03/28,584.00,-0.02341
111/03/29,589.00,0.00856
111/03/30,600.00,0.01868
111/03/31,597.00,-0.005
111/04/01,589.00,-0.0134
111/04/06,578.00,-0.01868
111/04/07,566.00,-0.02076
111/04/08,567.00,0.00177
111/04/11,558.00,-0.01587
111/04/12,557.00,-0.00179
111/04/13,573.00,0.02873
111/04/14,573.00,0.0
111/04/15,562.00,-0.0192
111/04/18,561.00,-0.00178
111/04/19,565.00,0.00713
111/04/20,570.00,0.00885
111/04/21,565.00,-0.00877
111/04/22,558.00,-0.01239
111/04/25,547.00,-0.01971
111/04/26,546.00,-0.00183
111/04/27,526.00,-0.03663
111/04/28,531.00,0.00951
111/04/29,538.00,0.01318
111/05/03,531.00,-0.01301
111/05/04,534.00,0.00565
111/05/05,542.00,0.01498
111/05/06,528.00,-0.02583
111/05/09,520.00,-0.01515
111/05/10,518.00,-0.00385
111/05/11,521.00,0.00579
111/05/12,505.00,-0.03071
111/05/13,511.00,0.01188
111/05/16,520.00,0.01761
111/05/17,530.00,0.01923
111/05/18,538.00,0.01509
111/05/19,522.00,-0.02974
111/05/20,530.00,0.01533
111/05/23,528.00,-0.00377
111/05/24,520.00,-0.01515
111/05/25,524.00,0.00769
111/05/26,514.00,-0.01908
111/05/27,530.00,0.03113
111/05/30,547.00,0.03208
111/05/31,560.00,0.02377
111/06/01,549.00,-0.01964
111/06/02,540.00,-0.01639
111/06/06,540.00,0.0
111/06/07,535.00,-0.00926
111/06/08,544.00,0.01682
111/06/09,541.00,-0.00551
111/06/10,530.00,-0.02033
111/06/13,516.00,-0.02642
111/06/14,513.00,-0.00581
111/06/15,509.00,-0.0078
111/06/16,508.00,-0.00196
111/06/17,501.00,-0.01378
111/06/20,498.00,-0.00599
111/06/21,505.00,0.01406
111/06/22,494.50,-0.02079
111/06/23,485.50,-0.0182
111/06/24,486.50,0.00206
111/06/27,498.50,0.02467
111/06/28,497.50,-0.00201
111/06/29,491.00,-0.01307
111/06/30,476.00,-0.03055
111/07/01,453.50,-0.04727
111/07/04,440.00,-0.02977
111/07/05,446.00,0.01364
111/07/06,435.50,-0.02354
111/07/07,457.50,0.05052
111/07/08,467.00,0.02077
111/07/11,462.00,-0.01071
111/07/12,449.50,-0.02706
111/07/13,470.50,0.04672
111/07/14,475.00,0.00956
111/07/15,492.50,0.03684
111/07/18,495.50,0.00609
111/07/19,491.00,-0.00908
111/07/20,495.00,0.00815
111/07/21,501.00,0.01212
111/07/22,503.00,0.00399
111/07/25,499.50,-0.00696
111/07/26,495.00,-0.00901
111/07/27,502.00,0.01414
111/07/28,501.00,-0.00199
111/07/29,509.00,0.01597
111/08/01,504.00,-0.00982
111/08/02,492.00,-0.02381
111/08/03,501.00,0.01829
111/08/04,500.00,-0.002
111/08/05,516.00,0.032
111/08/08,512.00,-0.00775
111/08/09,510.00,-0.00391
111/08/10,500.00,-0.01961
111/08/11,514.00,0.028
111/08/12,517.00,0.00584
111/08/15,523.00,0.01161
111/08/16,525.00,0.00382
111/08/17,527.00,0.00381
111/08/18,520.00,-0.01328
111/08/19,519.00,-0.00192
111/08/22,510.00,-0.01734
111/08/23,504.00,-0.01176
111/08/24,503.00,-0.00198
111/08/25,508.00,0.00994
111/08/26,512.00,0.00787
111/08/29,498.50,-0.02637
111/08/30,496.00,-0.00502
111/08/31,505.00,0.01815
111/09/01,490.50,-0.02871
111/09/02,485.00,-0.01121
111/09/05,486.00,0.00206
111/09/06,489.00,0.00617
111/09/07,472.50,-0.03374
111/09/08,475.00,0.00529
111/09/12,486.50,0.02421
111/09/13,493.00,0.01336
111/09/14,480.00,-0.02637
111/09/15,476.50,-0.00729
111/09/16,472.00,-0.00944
111/09/19,467.00,-0.01059
111/09/20,476.50,0.02034
111/09/21,471.00,-0.01154
111/09/22,464.50,-0.0138
111/09/23,455.00,-0.02045
111/09/26,446.50,-0.01868
111/09/27,448.00,0.00336
111/09/28,438.00,-0.02232
111/09/29,435.00,-0.00685
111/09/30,422.00,-0.02989
111/10/03,417.00,-0.01185
111/10/04,429.00,0.02878
111/10/05,445.00,0.0373
111/10/06,451.00,0.01348
111/10/07,438.00,-0.02882
111/10/11,401.50,-0.08333
111/10/12,397.50,-0.00996
111/10/13,395.00,-0.00629
111/10/14,412.00,0.04304
111/10/17,397.00,-0.03641
111/10/18,407.00,0.02519
111/10/19,395.50,-0.02826
111/10/20,397.50,0.00506
111/10/21,389.50,-0.02013
111/10/24,387.00,-0.00642
111/10/25,371.00,-0.04134
111/10/26,376.00,0.01348
111/10/27,385.50,0.02527
111/10/28,379.50,-0.01556
111/10/31,390.00,0.02767
111/11/01,391.50,0.00385
111/11/02,395.00,0.00894
111/11/03,384.00,-0.02785
111/11/04,382.00,-0.00521
111/11/07,390.00,0.02094
111/11/08,399.00,0.02308
111/11/09,417.00,0.04511
111/11/10,407.50,-0.02278
111/11/11,441.50,0.08344
111/11/14,445.00,0.00793
111/11/15,480.00,0.07865
111/11/16,487.00,0.01458
111/11/17,485.00,-0.00411
111/11/18,487.00,0.00412
111/11/21,482.00,-0.01027
111/11/22,491.00,0.01867
111/11/23,492.00,0.00204
111/11/24,496.00,0.00813
111/11/25,498.00,0.00403
111/11/28,480.50,-0.03514
111/11/29,487.00,0.01353
111/11/30,490.00,0.00616
111/12/01,498.50,0.01735
111/12/02,492.50,-0.01204
111/12/05,489.00,-0.00711
111/12/06,478.00,-0.02249
111/12/07,475.00,-0.00628
111/12/08,471.50,-0.00737
111/12/09,481.50,0.02121
111/12/12,475.00,-0.0135
111/12/13,471.50,-0.00737
111/12/14,480.50,0.01909
111/12/15,480.50,0.0
111/12/16,471.00,-0.01977
111/12/19,466.50,-0.00955
111/12/20,457.50,-0.01929
111/12/21,459.00,0.00328
111/12/22,468.00,0.01961
111/12/23,455.00,-0.02778
111/12/26,456.50,0.0033
111/12/27,457.00,0.0011
111/12/28,451.00,-0.01313
111/12/29,446.00,-0.01109
111/12/30,448.50,0.00561
112/01/03,453.00,0.01003
112/01/04,449.50,-0.00773
112/01/05,458.50,0.02002
112/01/06,458.50,0.0
112/01/09,481.00,0.04907
112/01/10,486.00,0.0104
112/01/11,484.50,-0.00309
112/01/12,486.50,0.00413
112/01/13,500.00,0.02775
112/01/16,505.00,0.01
112/01/17,503.00,-0.00396
112/01/30,543.00,0.07952
112/01/31,522.00,-0.03867
112/02/01,530.00,0.01533
112/02/02,540.00,0.01887
112/02/03,542.00,0.0037
112/02/06,526.00,-0.02952
112/02/07,523.00,-0.0057
112/02/08,540.00,0.0325
112/02/09,540.00,0.0
112/02/10,545.00,0.00926
112/02/13,541.00,-0.00734
112/02/14,545.00,0.00739
112/02/15,525.00,-0.0367
112/02/16,528.00,0.00571
112/02/17,518.00,-0.01894
112/02/20,517.00,-0.00193
112/02/21,516.00,-0.00193
112/02/22,507.00,-0.01744
112/02/23,518.00,0.0217
112/02/24,511.00,-0.01351
112/03/01,522.00,0.02153
112/03/02,519.00,-0.00575
112/03/03,516.00,-0.00578
112/03/06,521.00,0.00969
112/03/07,524.00,0.00576
112/03/08,521.00,-0.00573
112/03/09,522.00,0.00192
112/03/10,513.00,-0.01724
112/03/13,516.00,0.00585
112/03/14,510.00,-0.01163
112/03/15,511.00,0.00196
112/03/16,505.00,-0.01174
112/03/17,518.00,0.02574
112/03/20,512.00,-0.01158
112/03/21,517.00,0.00977
112/03/22,533.00,0.03095
112/03/23,538.00,0.00938
112/03/24,539.00,0.00186
112/03/27,531.00,-0.01484
112/03/28,525.00,-0.0113
112/03/29,530.00,0.00952
112/03/30,535.00,0.00943
112/03/31,533.00,-0.00374
112/04/06,530.00,-0.00563
112/04/07,531.00,0.00189
112/04/10,529.00,-0.00377
112/04/11,524.00,-0.00945
112/04/12,520.00,-0.00763
112/04/13,510.00,-0.01923
112/04/14,516.00,0.01176
112/04/17,520.00,0.00775
112/04/18,515.00,-0.00962
112/04/19,510.00,-0.00971
112/04/20,513.00,0.00588
112/04/21,511.00,-0.0039
112/04/24,507.00,-0.00783
112/04/25,498.00,-0.01775
112/04/26,491.50,-0.01305
112/04/27,493.50,0.00407
112/04/28,502.00,0.01722
112/05/02,501.00,-0.00199
112/05/03,496.00,-0.00998
112/05/04,498.00,0.00403
112/05/05,500.00,0.00402
112/05/08,504.00,0.008
112/05/09,510.00,0.0119
112/05/10,503.00,-0.01373
112/05/11,499.00,-0.00795
112/05/12,496.00,-0.00601
112/05/15,495.50,-0.00101
112/05/16,505.00,0.01917
112/05/17,519.00,0.02772
112/05/18,530.00,0.02119
112/05/19,532.00,0.00377
112/05/22,531.00,-0.00188
112/05/23,530.00,-0.00188
112/05/24,525.00,-0.00943
112/05/25,543.00,0.03429
112/05/26,566.00,0.04236
112/05/29,568.00,0.00353
112/05/30,566.00,-0.00352
112/05/31,558.00,-0.01413
112/06/01,551.00,-0.01254
112/06/02,562.00,0.01996
112/06/05,555.00,-0.01246
112/06/06,560.00,0.00901
112/06/07,568.00,0.01429
112/06/08,559.00,-0.01585
112/06/09,565.00,0.01073
112/06/12,574.00,0.01593
112/06/13,593.00,0.0331
112/06/14,590.00,-0.00506
